path,action,bucket,notes
infrastructure/envoy-gateway/overlays/erauner-cloud/origin-certificate.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-cloud/origin-selfsigned-issuer.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-cloud/values/values.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-home/envoy-public-tunnel-service.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-home/gateway-internal-nexus-listener.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-home/internal-certificate.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-home/monitoring/grafana-dashboard.json,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-home/policies/security-policy-cors.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/envoy-gateway/overlays/erauner-home/selfsigned-issuer.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-dns-unifi/base/.argocd-allow-concurrency,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-dns-unifi/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-dns-unifi/base/secret-generator.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-dns-unifi/base/secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/external-dns-unifi/base/values/values.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-dns-unifi/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-dns/base/.argocd-allow-concurrency,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/external-dns/base/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/external-dns/base/secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/external-dns/base/values/values.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/external-dns/overlays/erauner-cloud/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/external-dns/overlays/erauner-cloud/values.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/external-dns/overlays/erauner-home/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/external-dns/overlays/erauner-home/secret-home.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/external-secrets-definitions/base/.argocd-allow-concurrency,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-definitions/base/cloudflare-api-token-generator.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-definitions/base/cloudflare-api-token.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/external-secrets-definitions/base/dockerhub-pull-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/external-secrets-definitions/base/dockerhub-secret-generator.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-definitions/base/external-dns-cloudflare-secret-generator.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-definitions/base/external-dns-cloudflare-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/external-secrets-definitions/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-definitions/overlays/erauner-cloud/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-definitions/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-stores/base/.argocd-allow-concurrency,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-stores/base/clustersecretstore.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-stores/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/external-secrets-stores/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/hubble/base/.argocd-allow-concurrency,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/hubble/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/hubble/overlays/erauner-home/httproute.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/hubble/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/longhorn-config/base/.argocd-allow-concurrency,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/base/backuptarget-default.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/base/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/base/servicemonitor.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/base/setting-backup-compression.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/base/setting-node-down-pod-deletion.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/base/setting-storage-minimal-available.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/base/setting-storage-overprovisioning.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/README.md,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/backup-secret-idrive.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/longhorn-config/overlays/erauner-home/backup-secret.example.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/backup-secret.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/longhorn-config/overlays/erauner-home/certificate.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/default-replica-count.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/httproute.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/orphan-auto-deletion.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/replica-auto-balance-threshold.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/replica-auto-balance.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/service-patch.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/longhorn-config/overlays/erauner-home/storage-settings.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/base/.argocd-allow-concurrency,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/base/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-cloud/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-cloud/secret-generator.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-cloud/secret.cloudflared-apps-token.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/bgp-policy.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/l2-announce.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/lb-pool-10.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/lb-pool-15.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/lb-pool-20.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/lb-pool-30.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cilium-lb/lb-pool-40.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cloudflared/dnsendpoint-homelab-tunnel.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/cloudflared/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/clusterissuer-cloudflare.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/gateway-secret-access.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/kustomization.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/secret-generator.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/network-secrets/overlays/erauner-home/secret.cloudflare-api-token-home.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/network-secrets/overlays/erauner-home/secret.cloudflared-apps-token.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/network-secrets/overlays/erauner-home/secret.cloudflared-mcp-token.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/network-secrets/overlays/erauner-home/wildcard-certificate.yaml,PORT_CORE_ADAPT,infrastructure,required infrastructure; scrub domains/tokens/hostnames
infrastructure/oauth2-proxy/base/.argocd-allow-concurrency,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/base/values/values.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/overlays/erauner-home/README.md,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/overlays/erauner-home/certificate.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/overlays/erauner-home/externalsecret.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/overlays/erauner-home/httproute.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/overlays/erauner-home/reference-grant.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/oauth2-proxy/overlays/erauner-home/values-dex.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/pod-gc/base/clusterrole.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/pod-gc/base/clusterrolebinding.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/pod-gc/base/cronjob.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/pod-gc/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/pod-gc/base/serviceaccount.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/pod-gc/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reflector/README.md,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reflector/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reflector/base/values.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reflector/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reloader/README.md,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reloader/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reloader/base/values.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/reloader/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/actions-runner-system/github-app.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/actions-runner-system/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/argocd/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/argocd/sops-age.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/argocd/webhook-secret.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/default/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/default/registry-ghcr.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/externalsecrets/ghcr-pull-secret-flux.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/externalsecrets/ghcr-pull-secret-security.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/network/cloudflared-apps-token.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/network/external-dns-cloudflare.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/network/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/stores/clustersecretstore.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/stores/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/stores/onepassword-connect-token.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/secrets/stores/onepassword/deployment.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/stores/onepassword/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/stores/onepassword/onepassword-connect-credentials.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/secrets/stores/onepassword/onepassword-connect-token.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
infrastructure/secrets/stores/onepassword/secret-generator.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/stores/onepassword/service.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/secrets/stores/secret-generator.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/spegel/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/spegel/base/namespace.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/spegel/base/values.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/spegel/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/synology-config/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/synology-config/base/storageclass-delete.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/synology-config/base/storageclass.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/synology-config/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/truenas-config/base/example-pv.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/truenas-config/base/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/truenas-config/base/storageclass-delete.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/truenas-config/base/storageclass-iscsi-delete.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/truenas-config/base/storageclass-iscsi.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/truenas-config/base/storageclass.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
infrastructure/truenas-config/overlays/erauner-home/kustomization.yaml,PORT_OPTIONAL,infrastructure,infrastructure addon not needed for minimal baseline
internal/argocd/client.go,EXCLUDE_OUT_OF_SCOPE,other,not needed for minimal cousin bootstrap
internal/argocd/client_test.go,EXCLUDE_OUT_OF_SCOPE,other,not needed for minimal cousin bootstrap
internal/bootstrap/errors.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/kubectl.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/options.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/options_test.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/pipeline.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/runner.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_argocd_bootstrap.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_argocd_rbac.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_argocd_runtime.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_argocd_verify.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_argocd_verify_test.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_create_secrets.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_detect_cluster.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_preflight_checks.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/bootstrap/step_smoke_tests.go,PORT_OPTIONAL_TOOLING,cli,optional custom bootstrap CLI; shell-first bootstrap is enough initially
internal/cluster/kind.go,EXCLUDE_OUT_OF_SCOPE,other,not needed for minimal cousin bootstrap
internal/k8s/client.go,EXCLUDE_OUT_OF_SCOPE,other,not needed for minimal cousin bootstrap
internal/k8s/helpers.go,EXCLUDE_OUT_OF_SCOPE,other,not needed for minimal cousin bootstrap
internal/talos/client.go,EXCLUDE_OUT_OF_SCOPE,other,not needed for minimal cousin bootstrap
internal/validate/checks/runner.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/cluster/runner.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/config/shared.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/config/validation.yaml,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/engine.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/layers/checker.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/layers/checker_test.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/layers/taxonomy.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/layers/taxonomy_test.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/manifests/runner.go,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
internal/validate/testdata/layers/infrastructure/misplaced-app.yaml,PORT_OPTIONAL_VALIDATION,validation,good to add after baseline deployment succeeds
jenkins/README.md,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/agent-cleanup.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/backstage.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/casc-reload.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/common.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/gh/repo-create.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/gh/repo-fork.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/gh/webhook-add.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/job-abort.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/job-console.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/job-list.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/job-status.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/job-trigger.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/job-watch.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/load-secrets.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/manifest-service.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-artifact-delete.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-cleanup-policies.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-cleanup-run.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-disk-usage.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-es-repair.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-logs-truncate.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-repair-blobs.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/nexus-status.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/org-scan.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/plugin-versions.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/push-and-watch.sh,EXCLUDE_PLATFORM_SPECIFIC,tooling,CI/CD or platform integration not needed for cousin starter repo
jenkins/secrets.sops.yaml,EXCLUDE_PROPRIETARY_RECREATE,secrets,contains encrypted or environment-specific secret material
kustomize/bases/ARGO-CRDS.md,EXCLUDE_OUT_OF_SCOPE,other,not needed for minimal cousin bootstrap
